"Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net)","Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;Flask;jQuery;Node.js;React;Spring Boot;Vue.js;WordPress","Legal Services","Bing AI;ChatGPT;WolframAlpha","GitHub Copilot;Rubber Duck.AI","Employed, part-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Groovy;Java;Python;SQL","MySQL","Amazon Web Services (AWS)","Spring Boot","Wholesale","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;C;C#;C++;Go;HTML/CSS;Java;MATLAB;Objective-C;PHP;Python;Solidity;SQL;Swift;TypeScript","Cloud Firestore;MongoDB;MySQL;Neo4J;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Linode, now Akamai;VMware","Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;Node.js;React;Vue.js","Higher Education","ChatGPT","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Independent contractor, freelancer, or self-employed"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Ruby","PostgreSQL;Redis","Amazon Web Services (AWS);Digital Ocean;Vercel","React;Ruby on Rails","Advertising Services","Bing AI;ChatGPT","Replit Ghostwriter;Tabnine","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;Go;Perl;Python;SQL","Elasticsearch;InfluxDB;MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Google Cloud","Angular;FastAPI;Vue.js","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT","AWS CodeWhisperer;Synk Code","Employed, full-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript","Microsoft SQL Server;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure;Netlify","Solid.js;Svelte","Advertising Services","ChatGPT","GitHub Copilot;Synk Code","Employed, full-time;Independent contractor, freelancer, or self-employed"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, back-end","Associate degree (A.A., A.S., etc.)","Python","MySQL;Oracle;PostgreSQL;Redis;SQLite","Google Cloud;Heroku","Django;FastAPI","Financial Services","ChatGPT","AWS CodeWhisperer;Codeium;Tabnine","Employed, full-time"
"durban campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL","Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Google Cloud;Managed Hosting;Netlify","Django;Flask;Gatsby;React","Oil & Gas","ChatGPT;Google Bard AI","Adrenaline;GitHub Copilot;Synk Code","Employed, full-time"
"nelson mandela bay campus","IT","I am a developer by profession","Developer, full-stack","Something else","HTML/CSS;JavaScript;TypeScript","Microsoft SQL Server;MongoDB;MySQL","Cloudflare;Microsoft Azure;Netlify;Vercel","Angular;Express;Node.js;React","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine","Employed, full-time"
"pretoria campus","IT","I used to be a developer by profession, but no longer am","Other (please specify):","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Java;MATLAB;Python;SQL","Microsoft SQL Server;Oracle;PostgreSQL;Redis;SQLite","Cloudflare;Microsoft Azure","Angular;Blazor;jQuery;Node.js;Spring Boot","Wholesale","Bing AI;ChatGPT;WolframAlpha","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;PHP;Python;SQL;TypeScript","BigQuery;MongoDB;MySQL;PostgreSQL;Snowflake","Amazon Web Services (AWS);Cloudflare","Node.js;Spring Boot","Legal Services","ChatGPT","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","C;C#;HTML/CSS;JavaScript;Lua;Ruby;Rust;SQL;TypeScript","MySQL;SQLite","Vultr","ASP.NET CORE;Next.js;Node.js;React","Retail and Consumer Services","ChatGPT;Perplexity AI","Codeium","Employed, full-time"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Python;Rust;SQL;TypeScript","PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud","Angular;Deno;NestJS","Other","ChatGPT","Adrenaline;GitHub Copilot;Tabnine","Employed, full-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;SQL;TypeScript","Cloud Firestore;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud","jQuery;Laravel;Next.js;Node.js;React;WordPress","Healthcare","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine","Employed, full-time;Independent contractor, freelancer, or self-employed"
"pretoria campus","Computer Science","I am a developer by profession","Engineer, site reliability","Some college/university study without earning a degree","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript","Cloud Firestore;Elasticsearch","Amazon Web Services (AWS);Firebase","Node.js;React","Other","Bing AI;ChatGPT;Google Bard AI","Adrenaline;Codeium;GitHub Copilot","Employed, full-time"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Java;JavaScript;PHP;Python;Rust;SQL;TypeScript","MariaDB;Microsoft SQL Server;MySQL","Amazon Web Services (AWS)","jQuery;Laravel;Node.js","Oil & Gas","ChatGPT","Codeium;GitHub Copilot;Synk Code","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","F#;Go;Java;Kotlin;Rust;SQL;Swift","Dynamodb;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner","Deno;Elm;React;Svelte","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot","Independent contractor, freelancer, or self-employed"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript","PostgreSQL;Redis","Amazon Web Services (AWS);Vercel","Next.js;Node.js;React;Ruby on Rails","Higher Education","ChatGPT","Codeium;Replit Ghostwriter","Employed, full-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, desktop or enterprise applications","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C;C#;C++;Groovy;HTML/CSS;Java;Kotlin;Nim;Objective-C;Rust;SQL","Oracle;Redis","Amazon Web Services (AWS);Microsoft Azure","Node.js;React;Vue.js","Oil & Gas","Bing AI;ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Independent contractor, freelancer, or self-employed;Employed, part-time"
"nelson mandela bay campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Python;SQL","Microsoft SQL Server;SQLite","Amazon Web Services (AWS);Microsoft Azure","ASP.NET CORE;FastAPI","Oil & Gas","ChatGPT","GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"durban campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Some college/university study without earning a degree","Assembly;Java;JavaScript;Kotlin;TypeScript","MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Hetzner","Node.js;Spring Boot","Insurance","ChatGPT","Replit Ghostwriter;Tabnine","Independent contractor, freelancer, or self-employed"
"pretoria campus","IT","I used to be a developer by profession, but no longer am","Senior Executive (C-Suite, VP, etc.)","Some college/university study without earning a degree","HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Swift;TypeScript","Elasticsearch;MySQL;PostgreSQL","Cloudflare;Hetzner","Django;Nuxt.js;Vue.js","Advertising Services","ChatGPT;WolframAlpha","AWS CodeWhisperer;Synk Code","Employed, full-time;Independent contractor, freelancer, or self-employed"
"pretoria campus","Data Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","C#;Java;JavaScript;Python;Rust;SQL","Dynamodb;Oracle","Amazon Web Services (AWS);Google Cloud","ASP.NET CORE","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI","Student, full-time;Employed, part-time"
"nelson mandela bay campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Database administrator","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL","MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Django;React","Other","Bing AI;ChatGPT;WolframAlpha","Whispr AI","Employed, full-time;Student, part-time"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, embedded applications or devices","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Objective-C;Python;Rust;SQL;TypeScript","MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Google Cloud;Linode, now Akamai;Microsoft Azure;OVH;Vultr","Angular;FastAPI;Flask;Node.js;React","Advertising Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer Experience","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;Go;Java;JavaScript;Python;Rust;TypeScript","InfluxDB;Redis","Amazon Web Services (AWS);Microsoft Azure","NestJS;Next.js;Node.js;Nuxt.js","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT;Google Bard AI;WolframAlpha;You.com","AWS CodeWhisperer;Replit Ghostwriter;Tabnine","Employed, full-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Swift","MongoDB;MySQL;SQLite","Cloudflare;Digital Ocean;Firebase;Google Cloud;Netlify","Next.js;Node.js","Healthcare","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine","Independent contractor, freelancer, or self-employed"
"bloemfontein campus","Computer Science","I am a developer by profession","Other (please specify):","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Java;JavaScript;Python;Solidity;SQL","BigQuery;MySQL;Neo4J;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Express;Node.js;React;Spring Boot","Wholesale","ChatGPT;WolframAlpha","Codeium;GitHub Copilot","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
"durban campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL","Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake","Amazon Web Services (AWS);Digital Ocean;Heroku;Hetzner","jQuery;Node.js;React;Ruby on Rails","Retail and Consumer Services","Bing AI;ChatGPT;Google Bard AI;You.com","GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;Java;Rust;SQL","Microsoft SQL Server;SQLite","OVH","ASP.NET;ASP.NET CORE;React","Insurance","ChatGPT","Adrenaline;Tabnine","Employed, full-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Solidity;SQL;TypeScript","MariaDB;MongoDB;MySQL;PostgreSQL","Cloudflare;OVH;Vultr","Django;Express;Flask;jQuery;Node.js;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Whispr AI","Independent contractor, freelancer, or self-employed;Student, full-time;Employed, part-time"
"durban campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Dart;Java;JavaScript;PHP","MySQL;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Heroku;Vercel","Express;NestJS;Next.js;Node.js;React;Vue.js;WordPress","Insurance","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time;Student, part-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript","Dynamodb;PostgreSQL;SQLite","Amazon Web Services (AWS);Fly.io;Vercel","Express;Flask;NestJS;Next.js;Node.js;React","Retail and Consumer Services","ChatGPT;Phind","Codeium;Replit Ghostwriter","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Data or business analyst","Some college/university study without earning a degree","HTML/CSS;Java;Python;SQL","MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite","Amazon Web Services (AWS);Microsoft Azure","Spring Boot","Information Services, IT, Software Development, or other Technology","ChatGPT","Rubber Duck.AI","Employed, full-time"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","JavaScript;SQL;TypeScript","MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS)","Express;NestJS;Node.js;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"nelson mandela bay campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript","MariaDB;Microsoft SQL Server;SQLite","Digital Ocean;Microsoft Azure","Angular;ASP.NET;ASP.NET CORE","Oil & Gas","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
"vanderbijlpark campus","Data Science","I am learning to code","Student","Some college/university study without earning a degree","HTML/CSS;Java;JavaScript;Python;R;Ruby;Rust;SQL","MongoDB;MySQL;PostgreSQL;SQLite","Linode, now Akamai","Express;Node.js;React;Svelte;WordPress","Healthcare","ChatGPT","GitHub Copilot;Synk Code;Tabnine","Not employed, but looking for work"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Java;JavaScript;Rust;TypeScript","BigQuery;Couch DB;Firebase Realtime Database;PostgreSQL;TiDB","Google Cloud","Express;React","Advertising Services","ChatGPT","AWS CodeWhisperer;Whispr AI","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C;C#;C++;Go;Java;JavaScript;Kotlin;PHP;Python;Rust;Swift;TypeScript","Cassandra;Couch DB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Microsoft Azure;VMware;Vultr","ASP.NET;Express;FastAPI;Flask;Laravel;NestJS;Node.js;React;Vue.js","Financial Services","ChatGPT","AWS CodeWhisperer;Codeium;Tabnine;Whispr AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"durban campus","Computer Science","I am a developer by profession","Student","Some college/university study without earning a degree","Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Lua;TypeScript","Firebase Realtime Database","Cloudflare;Firebase;Vultr","ASP.NET;Node.js;Svelte","Financial Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI","Independent contractor, freelancer, or self-employed"
